"","Date","MAPE","RMSE","peak","peak_pred"
"253",2017-09-10,5.80049506449537,863.084964226561,"16","16"
"254",2017-09-11,4.35647098024266,932.389924234389,"16","16"
"255",2017-09-12,4.95520689998174,844.148406675777,"16","16"
"256",2017-09-13,2.07164025956294,404.586793401918,"16","16"
"257",2017-09-14,2.45506802038174,397.744404464329,"19","16"
"258",2017-09-15,3.2570658274872,424.735468072106,"19","19"
"259",2017-09-16,1.73402213470234,236.183409204685,"17","17"
"260",2017-09-17,3.70133608339495,549.279622432231,"19","17"
"261",2017-09-18,4.12158101851857,588.823563109716,"16","17"
"262",2017-09-19,3.48895477587186,544.034172329111,"19","19"
"263",2017-09-20,2.1953284318278,324.268822874153,"19","16"
"264",2017-09-21,3.33495501219831,426.302083330763,"19","19"
"265",2017-09-22,1.4731165520811,209.822722220665,"19","19"
"266",2017-09-23,3.41667206347436,488.411377639667,"19","20"
"267",2017-09-24,5.25960703424353,725.609969888003,"19","20"
"268",2017-09-25,8.67883753694557,1505.02817234095,"16","19"
"269",2017-09-26,3.93953402256014,560.037892195637,"19","19"
"270",2017-09-27,2.76760044713419,402.983990623687,"16","16"
"271",2017-09-28,3.34956731498797,548.694454689323,"16","16"
"272",2017-09-29,3.16284429626784,536.341140987743,"16","16"
"273",2017-09-30,1.98137298825733,275.334550638169,"16","17"
"274",2017-10-01,3.30887076678577,486.952802721456,"19","17"
"275",2017-10-02,4.01455202150494,530.065026132992,"19","19"
"276",2017-10-03,2.56114695246159,335.108846699574,"19","19"
"277",2017-10-04,1.85515426890216,275.741159628277,"19","16"
"278",2017-10-05,1.9237033254978,304.32829576246,"19","16"
"279",2017-10-06,1.62501324118301,310.099671526015,"17","16"
"280",2017-10-07,3.81164597241395,694.447278395013,"16","16"
"281",2017-10-08,3.12197130494337,424.8965906207,"19","17"
"282",2017-10-09,1.75334084129236,264.680766487051,"19","16"
"283",2017-10-10,2.36696769401564,418.868174237265,"19","19"
"284",2017-10-11,2.18363433402881,289.286398776671,"19","16"
"285",2017-10-12,2.42911581129677,312.759552656021,"19","19"
"286",2017-10-13,2.13060999841641,267.218436940907,"19","16"
"287",2017-10-14,3.42352976109393,605.699704981721,"19","18"
"288",2017-10-15,2.58283053395191,360.151934880631,"17","19"
"289",2017-10-16,5.42886872579076,1021.58621837262,"16","18"
"290",2017-10-17,4.3424128622237,666.445666692345,"16","17"
"291",2017-10-18,4.99406795874824,675.525780505033,"16","17"
"292",2017-10-19,2.60059984175432,331.656002318535,"19","17"
"293",2017-10-20,2.47164270038131,315.100071517373,"19","16"
